Source,Target
puzzle,dumbfounded
puzzle,mystified
puzzle,nonplused
puzzle,nonplussed
puzzle,perplexed
puzzle,posed
puzzle,puzzled
puzzle,sticking
puzzle,stuck
puzzle,stupefied
puzzle,vexed
puzzle,gravel
puzzle,puzzler
puzzle,teaser
puzzle,flummox
puzzle,nonplus
puzzler,teaser
pyaemia,pyemia
pycnogonid,sea spider
pycnosis,pyknosis
pygmy chimpanzee,pan paniscus
pygmy cypress,cupressus goveniana pigmaea
pygmy cypress,cupressus pigmaea
pygmy marmoset,cebuella pygmaea
pygmy mouse,baiomys taylori
pygmy sperm whale,kogia breviceps
pyloric sphincter,pyloric valve
pyloric vein,right gastric vein
pyloric vein,vena gastrica-dextra
pyorrhea,pyorrhea alveolaris
pyorrhea,pyorrhoea
pyorrhea,riggs' disease
pyorrhea alveolaris,pyorrhoea
pyorrhea alveolaris,riggs' disease
pyorrhoea,riggs' disease
pyracanth,pyracantha
pyralid,pyralid moth
pyramid,pyramiding
pyramid bugle,ajuga pyramidalis
pyramid plant,american columbo
pyramid plant,american gentian
pyramidal bone,triquetral
pyramidal bone,triquetral bone
pyramidal motor system,pyramidal tract
pyrethrum,chrysanthemum cinerariifolium
pyrethrum,chrysanthemum coccineum
pyrethrum,dalmatia pyrethrum
pyrethrum,dalmatian pyrethrum
pyrethrum,tanacetum cinerariifolium
pyrethrum,tanacetum coccineum
pyridoxal,pyridoxamine
pyridoxal,pyridoxine
pyridoxal,vitamin b6
pyridoxamine,pyridoxine
pyridoxamine,vitamin b6
pyridoxine,vitamin b6
pyriform area,pyriform lobe
pyrochemical process,pyrochemistry
pyrogallic acid,pyrogallol
pyrola,wintergreen
pyroligneous acid,wood vinegar
pyrrhotine,pyrrhotite
pyrrhuloxia,pyrrhuloxia sinuata
pyx,pyx chest
pyxie,pyxidanthera barbulata
qabala,qabalah
qat,african tea
qat,arabian tea
qat,quat
qindarka,qintar
quack grass,agropyron repens
quack grass,quackgrass
quack grass,quick grass
quack grass,witch grass
quack grass,witchgrass
quackgrass,agropyron repens
quackgrass,quick grass
quackgrass,witch grass
quackgrass,witchgrass
quad,quadrangle
quad,quadriceps
quad,quadriceps femoris
quad,quadruplet
quad,space
quadrangle,tetragon
quadrant,quarter-circle
quadraphonic system,quadraphony
quadraphonic system,quadriphonic system
quadraphony,quadriphonic system
quadric,quadric surface
quadriceps,quadriceps femoris
quadruplet,4
quadruplet,iv
quadruplet,little joe
quadruplet,quartet
quadruplet,quartette
quadruplet,quatern
quadruplet,quaternion
quadruplet,tetrad
quaff,swig
quag,quagmire
quagga,equus quagga
quahaug,mercenaria mercenaria
quahaug,quahog
quahaug,round clam
quahaug,venus mercenaria
quahog,mercenaria mercenaria
quahog,round clam
quahog,venus mercenaria
quail,cringing
quail,shrunken
quail,squinched
quail,recoil
quail,shrink
quail,wince
quail brush,atriplex lentiformis
quail brush,quail bush
quail brush,white thistle
quail bush,atriplex lentiformis
quail bush,white thistle
quake,palpitating
quake,quiver
quake,seism
quake,temblor
quake,tremor
quaker,trembler
quaking aspen,european quaking aspen
quaking aspen,populus tremula
qualification,reservation
qualm,queasiness
qualm,scruple
qualm,squeamishness
quandang,eucarya acuminata
quandang,fusanus acuminatus
quandang,quandong
quandang,quandong tree
quandang,quantong
quandong,brisbane quandong
quandong,elaeocarpus grandis
quandong,eucarya acuminata
quandong,fusanus acuminatus
quandong,quandong tree
quandong,quantong
quandong,silver quandong tree
quandong tree,brisbane quandong
quandong tree,elaeocarpus grandis
quandong tree,eucarya acuminata
quandong tree,fusanus acuminatus
quandong tree,silver quandong tree
quango,quasi-ngo
quantisation,quantization
quantitative analysis,quantitative chemical analysis
quantum chromodynamics,qcd
quantum electrodynamics,qed
quantum jump,quantum leap
quark,quark cheese
quarrel,disputed
quarrel,row
quarrel,run-in
quarrel,scrap
quarrel,wrangle
quarrel,altercate
quarrel,argufy
quarrier,quarryman
quarry,quarrying
quarry,stone pit
quarry,target
quarter,drawn
quarter,drew
quarter,quartern
quarter,tail
quarter,twenty-five percent
quarter,draw and quarter
quarter-tone,quarter tone
quarter-vine,bignonia capreolata
quarter-vine,quartervine
quarter-vine,trumpet flower
quarter round,thumb
quarterback,signal caller
quartern,twenty-five percent
quartervine,bignonia capreolata
quartervine,trumpet flower
quartet,4
quartet,iv
quartet,little joe
quartet,quartette
quartet,quatern
quartet,quaternion
quartet,tetrad
quartz,quartz glass
quartz,vitreous silica
quartz battery,quartz mill
quartz glass,vitreous silica
quasar,quasi-stellar radio source
quassia,quassia amara
quassia family,family simaroubaceae
quassia family,simaroubaceae
quat,african tea
quat,arabian tea
quatercentenary,quatercentennial
quatern,4
quatern,iv
quatern,little joe
quatern,quaternion
quatern,tetrad
quaternion,4
quaternion,iv
quaternion,little joe
quaternion,tetrad
quaver,quavering
quaver,trilled
quaver,wavering
quaver,warble
quayage,wharfage
queasiness,restlessness
queasiness,squeamishness
queasiness,uneasiness
queen,queen mole rat
queen,queen regnant
queen,queens
queen,world-beater
queen's cup,clintonia uniflora
queen of the night,selenicereus grandiflorus
queen triggerfish,balistes vetula
queen triggerfish,bessy cerca
queenfish,seriphus politus
queenfish,white croaker
queensland kauri,agathis robusta
queensland kauri,smooth bark kauri
queer bird,queer duck
quellung,quellung reaction
quercitron,quercitron oak
quercitron,quercus velutina
quercitron,yellow oak
quercitron oak,quercus velutina
quercitron oak,yellow oak
query,questioning
query language,search language
quest,bespoke
quest,bespoken
quest,requested
quest,seeking
quest,bespeak
quest,call for
quester,searcher
quester,seeker
question master,quizmaster
question sheet,test paper
quetzal,quetzal bird
queue,waiting line
queue,line up
queue,queue up
quiaquia,decapterus punctatus
quiaquia,round scad
quibble,niggling
quibble,quiddity
quibble,squabble
quibble,brabble
quibble,pettifog
quick-wittedness,quickness
quick fix,quickie
quick grass,agropyron repens
quick grass,witch grass
quick grass,witchgrass
quick study,sponge
quick temper,short temper
quick temper,spleen
quickening,acceleration
quickening,speedup
quicklime,unslaked lime
quickness,rapidity
quickness,speediness
quid,british pound
quid,british pound sterling
quid,quid pro quo
quid,wad
quietude,tranquility
quietus,rest
quill,quill feather
quill,quill pen
quill,shaft
quillwort family,family isoetaceae
quillwort family,isoetaceae
quilt,quilted
quin,quint
quin,quintuplet
quinacrine,atabrine
quinacrine,quinacrine hydrochloride
quinacrine hydrochloride,atabrine
quince,cydonia oblonga
quince,quince bush
quince bush,cydonia oblonga
quinidine,quinidex
quinidine,quinora
quinine water,tonic water
quinnat salmon,oncorhynchus tshawytscha
quint,5
quint,v
quint,little phoebe
quint,phoebe
quint,quintet
quint,quintuplet
quintal,short hundredweight
quintet,5
quintet,v
quintet,little phoebe
quintet,phoebe
quintet,quintette
quintet,quintuplet
quintette,quintuplet
quintuplet,5
quintuplet,v
quintuplet,little phoebe
quintuplet,phoebe
quip,sally
quip,wisecrack
quira,panama redwood
quirk,quirkiness
quirk molding,quirk moulding
quitclaim,quitclaim deed
quite a little,heaps
quite a little,lots
quite a little,raft
quite a little,sight
quite a little,slew
quite a little,spate
quite a little,stack
quite a little,tidy sum
quite a little,wad
quittance,repayment
quiver,beaten
quiver,flickering
quiver,palpitating
quiver,wavering
quiver,shakiness
quiver,shudder
quiver,thrill
quiver,vibration
quiver,flitter
quiver,pulsate
quiz,tested
quizzer,tester
quotation,quote
quotation,reference
quotation mark,quote
rabato,rebato
rabbet,rebate
rabbit's-foot fern,phlebodium aureum
rabbit's-foot fern,polypodium aureum
rabbit's-foot fern,serpent fern
rabbit-eared bandicoot,macrotis lagotis
rabbit-eared bandicoot,rabbit bandicoot
rabbit-eye blueberry,rabbiteye
rabbit-eye blueberry,rabbiteye blueberry
rabbit-eye blueberry,vaccinium ashei
rabbit-weed,gutierrezia sarothrae
rabbit-weed,rabbitweed
rabbit-weed,snakeweed
rabbit-weed,turpentine weed
rabbit bandicoot,macrotis lagotis
rabbit brush,chrysothamnus nauseosus
rabbit brush,rabbit bush
rabbit burrow,rabbit hole
rabbit bush,chrysothamnus nauseosus
rabbit fever,tularaemia
rabbit fever,tularemia
rabbit fever,yatobyo
rabbit food,raw vegetable
rabbit test,friedman test
rabbit warren,warren
rabbiteye,rabbiteye blueberry
rabbiteye,vaccinium ashei
rabbiteye blueberry,vaccinium ashei
rabbitfish,chimaera monstrosa
rabbitweed,gutierrezia sarothrae
rabbitweed,snakeweed
rabbitweed,turpentine weed
rabbitwood,pyrularia pubera
rabble,ragtag
rabble,ragtag and bobtail
rabble,riffraff
rabble,rout
raccoon,racoon
raccoon dog,nyctereutes procyonides
raccoon fox,bassariscus astutus
raccoon fox,ring-tailed cat
raccoon fox,ringtail
race,running
race,raceway
race,slipstream
race,speed
race,subspecies
race,wash
race,belt along
race,bucket along
race,cannonball along
race,hasten
race,hie
race,pelt along
race,rush along
race,step on it
race car,racer
race car,racing car
race driver,racer
race horse,racehorse
race murder,racial extermination
race runner,cnemidophorus sexlineatus
race runner,racerunner
race runner,six-lined racerunner
racecourse,racetrack
racecourse,raceway
racecourse,track
racer,racing car
racerunner,cnemidophorus sexlineatus
racerunner,six-lined racerunner
racetrack,raceway
racetrack,track
raceway,track
rachet,ratch
rachet,ratchet
rachis,spinal column
rachis,spine
rachis,vertebral column
rachischisis,schistorrhachis
rachischisis,spina bifida
rachitis,rickets
racial discrimination,racialism
racial discrimination,racism
racialism,racism
raciness,ribaldry
raciness,sharpness
raciness,spiciness
racing shell,shell
racing skate,speed skate
racing skiff,single shell
racing yacht,yacht
rack,excruciating
rack,racking
rack,tormented
rack,tortured
rack,gouge
rack,scud
rack,single-foot
rack,squeeze
rack,stand
rack,wheel
rack,wrack
rack,wring
rack,extort
racket,racquet
racket,revel
racket,wassail
racket,jollify
racket,make happy
racket,make merry
racket,make whoopie
racket,whoop it up
racon,radar beacon
rad,radian
radar,radio detection and ranging
radar,radiolocation
radar dome,radome
raddle,raddled
raddle,reddle
raddle,ruddle
radial-ply tire,radial tire
radial engine,rotary engine
radial vein,vena radialis
radiance,refulgence
radiation,radiation sickness
radiation,radiation syndrome
radiation,radiation therapy
radiation,radioactivity
radiation,radiotherapy
radiation diagram,radiation pattern
radiation sickness,radiation syndrome
radiation therapy,radiotherapy
radical cell,terrorist cell
radio-frequency spectrum,radio spectrum
radio-gramophone,radio-phonograph
radio-opacity,radiopacity
radio aerial,radio antenna
radio detection and ranging,radiolocation
radio emission,radio radiation
radio emission,radio wave
radio radiation,radio wave
radio receiver,radio set
radio receiver,receiving set
radio receiver,tuner
radio reflector,radio telescope
radio set,receiving set
radio set,tuner
radioactive iodine uptake test,raiu
radiocarpal joint,wrist
radiocarpal joint,wrist joint
radiogram,radiograph
radiogram,shadowgraph
radiogram,skiagram
radiogram,skiagraph
radiograph,shadowgraph
radiograph,skiagram
radiograph,skiagraph
radiography,skiagraphy
radiologist,radiotherapist
radiology,radioscopy
radiophone,radiotelephone
radiophone,wireless telephone
radiophoto,radiophotograph
radiotelegraph,radiotelegraphy
radiotelegraph,wireless telegraph
radiotelegraph,wireless telegraphy
radiotelegraphic signal,telegraphic signal
radiotelegraphy,wireless telegraph
radiotelegraphy,wireless telegraphy
radiotelephone,radiotelephony
radiotelephone,wireless telephone
radiotelephony,wireless telephone
radiothorium,thorium-228
radish,japanese radish
radish,radish plant
radish,raphanus sativus
radish,raphanus sativus longipinnatus
radium,ra
radium therapy,curietherapy
radius,spoke
radius,wheel spoke
radon,rn
raetam,genista raetam
raetam,retama raetam
raetam,retem
raffia,raphia
raffia palm,raffia farinifera
raffia palm,raffia ruffia
raffle,raffles
raffle,raffle off
raft,heaps
raft,lots
raft,rafts
raft,sight
raft,slew
raft,spate
raft,stack
raft,tidy sum
raft,wad
rafter,raftered
rafter,raftman
rafter,raftsman
raftman,raftsman
rafts,heaps
rafts,lots
rafts,oodles
rafts,scads
rag,annoyed
rag,bothered
rag,chafed
rag,cod
rag,dun
rag,frustrated
rag,irritated
rag,jawed
rag,nettled
rag,ragged
rag,raging
rag,rallying
rag,riled
rag,tantalising
rag,tantalizing
rag,taunting
rag,teased
rag,tormented
rag,vexed
rag,bait
rag,berating
rag,chiding
rag,devil
rag,gravel
rag,lecture
rag,nark
rag,rag week
rag,ragtime
rag,razz
rag,rebuke
rag,reprimand
rag,reproof
rag,ride
rag,scold
rag,sheet
rag,shred
rag,tabloid
rag,tag
rag,tag end
rag,tatter
rag,trouncing
rag,twit
rag,bawl out
rag,bedevil
rag,call down
rag,call on the carpet
rag,chew out
rag,chew up
rag,crucify
rag,dress down
rag,get at
rag,get to
rag,have words
rag,lambast
rag,remonstrate
rag,take to task
rag gourd,sponge gourd
rag gourd,strainer vine
rage,raging
rage,ramp
rage,storm
ragged-fringed orchid,habenaria lacera
ragged-fringed orchid,ragged orchid
ragged-fringed orchid,ragged orchis
ragged orchid,habenaria lacera
ragged orchid,ragged orchis
ragged orchis,habenaria lacera
ragged robin,lychins floscuculi
ragged robin,lychnis flos-cuculi
raggedness,roughness
ragi,african millet
ragi,eleusine coracana
ragpicker's disease,ragsorter's disease
ragpicker's disease,woolsorter's disease
ragpicker's disease,woolsorter's pneumonia
ragsorter's disease,woolsorter's disease
ragsorter's disease,woolsorter's pneumonia
ragtag,ragtag and bobtail
ragtag,riffraff
ragtag and bobtail,riffraff
ragweed,ragwort
ragweed,senecio jacobaea
ragweed,tansy ragwort
ragwort,senecio glabellus
ragwort,senecio jacobaea
ragwort,tansy ragwort
raid,bust
raid,raiding
raid,foray into
raider,spoiler
rail,trained
rail,runway
rail,track
rail,inveigh
rail,rail in
rail,rail off
rail,revile
rail,vilify
rail,vituperate
rail-splitter,splitter
rail line,railway line
railcar,railroad car
railcar,railway car
railroad,railroad line
railroad,railroad track
railroad,railway
railroad,railway line
railroad,railway system
railroad,sandbag
railroad car,railway car
railroad line,railway
railroad line,railway line
railroad line,railway system
railroad man,railway man
railroad man,railwayman
railroad man,trainman
railroad siding,sidetrack
railroad siding,turnout
railroad station,railroad terminal
railroad station,railway station
railroad station,train depot
railroad station,train station
railroad terminal,railway station
railroad terminal,train depot
railroad terminal,train station
railroad ticket,train ticket
railroad tie,sleeper
railroad tie,tie
railroad track,railway
railroad train,train
railroad vine,ipomoea pes-caprae
railroad worm,rhagoletis pomonella
railway,railway line
railway,railway system
railway line,railway system
railway man,railwayman
railway man,trainman
railway station,train depot
railway station,train station
railway yard,railyard
railway yard,yard
railwayman,trainman
railyard,yard
raiment,appareled
raiment,clad
raiment,clothed
raiment,garbed
raiment,garmented
raiment,togged
raiment,regalia
raiment,enclothe
raiment,fit out
raiment,habilitate
rain,raining
rain,rainfall
rain,rainwater
rain,rain down
rain forest,rainforest
rain gage,rain gauge
rain gage,udometer
rain gauge,udometer
rain shower,shower
rain tree,albizia saman
rain tree,saman
rain tree,zaman
rain tree,zamang
rainbow fish,lebistes reticulatus
rainbow lorikeet,trichoglossus moluccanus
rainbow perch,hipsurus caryi
rainbow perch,rainbow seaperch
rainbow pink,dianthus chinensis
rainbow runner,elagatis bipinnulata
rainbow seaperch,hipsurus caryi
rainbow shower,cassia javonica
rainbow smelt,american smelt
rainbow smelt,osmerus mordax
rainbow trout,salmo gairdneri
rainfly,tent-fly
rainfly,tent flap
raisin moth,cadra figulilella
raja,rajah
rake,grazed
rake,rakehell
rake,rip
rake,roue
rake,scan
rake,slant
rake,glance over
rake,run down
rake-off,vigorish
rakehell,rip
rakehell,roue
rallying cry,crying
rallying cry,war cry
rallying cry,war whoop
rallying cry,watchword
ram,crashing
ram,driven
ram,driving
ram,forced
ram,jammed
ram,drove
ram,james
ram,rameses
ram,ramesses
ram,ramses
ram,tup
ram,wad
ram,wading
ram,chock up
ram,cram
ram,jampack
ram,ram down
ram's-head,cypripedium arietinum
ram's-head,ram's-head lady's slipper
ram's-head lady's slipper,cypripedium arietinum
ram's horn,proboscidea louisianica
ramble,drifting
ramble,rambling
ramble,ranging
ramble,rolled
ramble,roving
ramble,stray
ramble,vagabond
ramble,wandering
ramble,cast
ramble,jog
ramble,swan
ramble,tramp
ramble,ramble on
ramble,roam
rambotan,nephelium lappaceum
rambotan,rambutan
rambotan,rambutan tree
rambutan,nephelium lappaceum
rambutan,rambutan tree
rambutan tree,nephelium lappaceum
ramee,boehmeria nivea
ramee,china grass
ramee,chinese silk plant
ramee,ramie
ramekin,ramequin
ramie,boehmeria nivea
ramie,china grass
ramie,chinese silk plant
ramipril,altace
ramjet,ramjet engine
ramona,salvia officinalis
ramontchi,flacourtia indica
ramontchi,madagascar plum
ramp,raging
ramp,allium tricoccum
ramp,storm
ramp,wild leek
rampage,violent disorder
rampart,wall
rampion,campanula rapunculus
rampion,rampion bellflower
rampion bellflower,campanula rapunculus
ranalian complex,magnoliidae
ranalian complex,subclass magnoliidae
ranch,ranching
rancor,rancour
rancor,resentment
rancour,resentment
random-access memory,ram
random-access memory,random access memory
random-access memory,random memory
random-access memory,read/write memory
random access memory,ram
random access memory,random memory
random access memory,read/write memory
random memory,ram
random memory,read/write memory
random variable,stochastic variable
random variable,variate
randomisation,randomization
ranee,rani
range,arrayed
range,cropped
range,drifting
range,graded
range,grazed
range,ordered
range,placed
range,rambling
range,ranging
range,rank
range,rolled
range,roving
range,running
range,stray
range,vagabond
range,wandering
range,browse
range,cast
range,pasture
range,range of a function
range,range of mountains
range,rate
range,reach
range,scope
range,stove
range,straddle
range,swan
range,tramp
range,lay out
range,roam
range,set out
range finder,rangefinder
range pole,ranging pole
rangpur,citrus limonia
rangpur,rangpur lime
rangpur lime,citrus limonia
ranid,true frog
ranitidine,zantac
rank-difference correlation,rank-difference correlation coefficient
rank-difference correlation,rank-order correlation
rank-difference correlation,rank-order correlation coefficient
rank-difference correlation coefficient,rank-order correlation
rank-difference correlation coefficient,rank-order correlation coefficient
rank-order correlation,rank-order correlation coefficient
ransacking,rummage
ransom,ransomed
ransom,redeemed
ransom,ransom money
rant,spouting
rant,raving
rant,mouth off
rant,rabbit on
ranter,raver
rap,raped
rap,taped
rap,tapped
rap,rap music
rap,tap
rap,whang
rap,knap
rapaciousness,rapacity
rapaciousness,voraciousness
rapaciousness,voracity
rapacity,voraciousness
rapacity,voracity
rape,despoiled
rape,dishonored
rape,outraged
rape,plundered
rape,raped
rape,ravishing
rape,spoiled
rape,spoilt
rape,violated
rape,brassica napus
rape,dishonour
rape,rapine
rape,violation
rape oil,rapeseed oil
raper,rapist
raphe,rhaphe
rapid climb,rapid growth
rapid climb,zoom
rapid eye movement,rapid eye movement sleep
rapid eye movement,rem
rapid eye movement,rem sleep
rapid eye movement sleep,rem
rapid eye movement sleep,rem sleep
rapid growth,zoom
rapidity,speediness
rapier,tuck
rappel,rope down
rapport,resonance
rapprochement,reconciliation
rapscallion,rascal
rapscallion,rogue
rapscallion,scalawag
rapscallion,scallywag
rapscallion,scamp
rapscallion,varlet
raptor,raptorial bird
rapture,raptus
rapture,transport
raptus,seizure
raptus,transport
rara avis,rare bird
rare-earth element,rare earth
rarebit,welsh rabbit
rarebit,welsh rarebit
rareness,rarity
rarity,tenuity
rascal,rogue
rascal,scalawag
rascal,scallywag
rascal,scamp
rascal,varlet
rasher,sebastodes miniatus
rasher,vermillion rockfish
raspberry,bronx cheer
raspberry,raspberry bush
raspberry,razz
raspberry,snort
raster font,screen font
rat,staged
rat,rotter
rat,scab
rat,scum bag
rat,shit
rat,shop
rat,skunk
rat,snitch
rat,so-and-so
rat,squealer
rat,stag
rat,stinker
rat,stinkpot
rat,strikebreaker
rat,betray
rat,denounce
rat,give away
rat,tell on
rat's-tail cactus,aporocactus flagelliformis
rat's-tail cactus,rattail cactus
rat-a-tat,rat-a-tat-tat
rat-a-tat,rat-tat
rat-a-tat-tat,rat-tat
rat cheese,store cheese
rat terrier,ratter
rat typhus,urban typhus
ratability,rateability
ratafee,ratafia
ratafia,ratafia biscuit
ratan,rattan
rataplan,rub-a-dub
ratbite fever bacterium,spirillum minus
ratch,ratchet
ratchet,rachet up
ratchet,ratchet down
ratchet screwdriver,spiral ratchet screwdriver
rate,graded
rate,ordered
rate,placed
rate,ranging
rate,valued
rate of respiration,respiratory rate
ratel,mellivora capensis
ratifier,subscriber
rating system,scoring system
rationalisation,systematisation
rationalisation,systematization
ratite,ratite bird
ratsbane,white arsenic
rattail,rattail fish
rattail cactus,aporocactus flagelliformis
rattan,calamus rotang
rattan,rattan cane
rattan,rattan palm
rattan palm,calamus rotang
ratter,turncoat
rattle-top,cimicifuga racemosa
rattle weed,baptisia tinctoria
rattler,rattlesnake
rattlesnake's master,eryngium yuccifolium
rattlesnake's master,rattlesnake master
rattlesnake fern,botrychium virginianum
rattlesnake master,eryngium yuccifolium
rattlesnake root,prenanthes purpurea
rattlesnake weed,hieracium venosum
rauli beech,nothofagus procera
raunch,vulgarism
rauvolfia,rauwolfia
ravel,knotted
ravel,tangled
ravel,ravel out
ravel,unravel
raven,devouring
raven,ravening
raven,corvus corax
raven,pig
raven,prey
raven,guttle
raven,predate
ravenala,ravenala madagascariensis
ravenala,traveler's tree
ravenala,traveller's tree
ravigote,ravigotte
ravisher,smasher
ravisher,stunner
raw sienna,yellowish brown
raw throat,sore throat
ray,ray of light
ray,re
ray,shaft
ray,shaft of light
ray,irradiate
ray floret,ray flower
ray of light,shaft
ray of light,shaft of light
rayless chamomile,matricaria matricarioides
rayon stocking,rayons
rayon stocking,silk stocking
rayons,silk stocking
razing,tearing down
razmataz,razzle
razmataz,razzle-dazzle
razmataz,razzmatazz
razor-billed auk,alca torda
razor-billed auk,razorbill
razor-fish,razor fish
razorback hog,razorbacked hog
razorbill,alca torda
razz,ragged
razz,raging
razz,rallying
razz,tantalising
razz,tantalizing
razz,taunting
razz,teased
razz,bronx cheer
razz,ride
razz,snort
razz,twit
razzle,razzle-dazzle
razzle,razzmatazz
razzle-dazzle,razzmatazz
rbi,run batted in
re-afforestation,reforestation
re-experiencing,reliving
re-formation,regeneration
re-uptake,reuptake
reabsorption,resorption
reach,accomplished
reach,attained
reach,given
reach,giving
reach,handed
reach,made
reach,strained
reach,touched
reach,scope
reach,striving
reach,achieve
reach,arrive at
reach,extend to
reach,get hold of
reach,get through
reach,get to
reach,pass on
reach,progress to
reach,reach out
reach,turn over
reacquired stock,treasury shares
reacquired stock,treasury stock
reaction,response
reaction-propulsion engine,reaction engine
reaction time,response time
read,interpreted
read,learned
read,recorded
read,registered
read,said
read,studied
read,taken
read,taking
read,understanding
read,understood
read,say
read,scan
read,show
read,translate
read-only memory,read-only storage
read-only memory,rom
read-only memory,roma
read-only storage,rom
read-only storage,roma
read-out,readout
read/write memory,ram
reader,referee
reader,subscriber
readiness,zeal
reading,reading material
reading,recital
reading,version
readjustment,registration
ready cash,ready money
ready reckoner,reckoner
reaffirmation,reassertion
real-time operation,real-time processing
real estate,real property
real estate,realty
real estate agent,real estate broker
real gross national product,real gnp
real life,real world
real property,realty
real stuff,real mccoy
real stuff,real thing
real tennis,royal tennis
real thing,real mccoy
realisation,realization
realisation,recognition
realism,platonism
realism,reality
realization,recognition
reallocation,reallotment
reallocation,reapportionment
reallotment,reapportionment
realm,region
reap hook,reaping hook
reap hook,sickle
reaping hook,sickle
reappearance,return
reappraisal,reassessment
reappraisal,revaluation
reappraisal,review
rear end,rump
rear end,seat
rear end,tail
rear end,tail end
rear end,tooshie
rear end,tush
rear lamp,rear light
rear lamp,tail lamp
rear lamp,taillight
rear light,tail lamp
rear light,taillight
rear of barrel,rear of tube
reasoning backward,regress
reassembly,refabrication
reassessment,revaluation
reassessment,review
reata,riata
rebel,risen
rebel,rising
rebel,rose
rebel,arise
rebel,rise up
rebellion,revolt
rebellion,uprising
rebirth,reincarnation
rebirth,renaissance
rebirth,renascence
rebirth,spiritual rebirth
rebound,bouncing
rebound,rallying
rebound,reverberating
rebound,recoil
rebound,repercussion
rebound,ricochet
rebound,spring
rebound,resile
rebound,take a hop
reboxetine,edronax
rebroadcast,rerun
rebuff,repelling
rebuff,repulse
rebuff,drive back
rebuff,fight off
rebuke,jawed
rebuke,ragged
rebuke,raging
rebuke,berating
rebuke,chiding
rebuke,reprehension
rebuke,reprimand
rebuke,reproof
rebuke,reproval
rebuke,scold
rebuke,trouncing
rebuke,bawl out
rebuke,call down
rebuke,call on the carpet
rebuke,chew out
rebuke,chew up
rebuke,dress down
rebuke,have words
rebuke,lambast
rebuke,remonstrate
rebuke,take to task
reburying,reburial
rec room,recreation room
recalcitrance,unmanageableness
recall,echoing
recall,returning
recall,thinking
recall,withdrawn
recall,recollection
recall,remembering
recall,reminiscence
recall,thought
recall,call back
recall,call in
recall,come back
recall,hark back
recall,recollect
recall,retrieve
recall,withdraw
recantation,retraction
recap,recapitulation
recap,retread
recap,review
recap,recapitulate
recapitulation,review
recapture,retake
recapture,retaking
recasting,rephrasing
recasting,rewording
recce,recco
recce,reccy
recco,reccy
receipt,acknowledged
receipt,reception
receiver,receiving system
receiver,recipient
receiver,telephone receiver
receiving set,tuner
reception,response
receptive aphasia,sensory aphasia
receptive aphasia,wernicke's aphasia
receptor,sense organ
receptor,sensory receptor
recidivist,reversionist
recipient,recipient role
reciprocal-inhibition therapy,reciprocal inhibition
reciprocal ohm,s
reciprocal ohm,siemens
reciprocal ohm,ss
reciprocating saw,saber saw
recission,rescission
recital,yarn
reckoning,calculation
reckoning,computation
reckoning,enumeration
reclamation,reformation
reclamation,rehabilitation
reclamation,renewal
recliner,reclining chair
recognisance,recognizance
recoil,bouncing
recoil,cringing
recoil,reverberating
recoil,shrunken
recoil,squinched
recoil,repercussion
recoil,ricochet
recoil,shrink
recoil,spring
recoil,wince
recoil,kick back
recoil,resile
recoil,take a hop
recollection,remembrance
recollection,reminiscence
recombinant deoxyribonucleic acid,recombinant dna
recombinant human insulin,humulin
recommencement,resumption
recompense,compensated
recompense,remunerated
recompense,repair
recompense,indemnify
reconnaissance,reconnaissance mission
reconnaissance vehicle,scout car
reconnoitering,reconnoitring
reconsideration,rethink
reconsideration,second thought
reconstruction,reconstructive memory
record,commemorating
record,recorded
record,registered
record,taped
record,entering
record,read
record,record book
record,show
record,track record
record,immortalise
record,immortalize
record,memorialise
record,memorialize
record,put down
record-breaker,record-holder
record-keeper,registrar
record cover,record sleeve
recording equipment,recording machine
recount,telling
recount,narrate
recount,recite
recounting,relation
recourse,refuge
recourse,resort
recoverer,rescuer
recoverer,saver
recovery,recuperation
recovery,retrieval
recreation facility,recreational facility
recreational vehicle,r.v.
recreational vehicle,rv
recruit,inscribed
recruit,raised
recruit,entering
recruit,enrol
rectal vein,vena rectalis
rectifying tube,rectifying valve
rectory,vicarage
rectus superior,superior rectus
rectus superior,superior rectus muscle
recurrence,return
recurrent fever,relapsing fever
recurring decimal,repeating decimal
red-backed mouse,redback vole
red-backed sandpiper,erolia alpina
red-bellied snake,storeria occipitamaculata
red-bellied terrapin,pseudemys rubriventris
red-bellied terrapin,red-bellied turtle
red-bellied terrapin,redbelly
red-bellied turtle,pseudemys rubriventris
red-bellied turtle,redbelly
red-berried elder,american red elder
red-berried elder,european red elder
red-berried elder,sambucus pubens
red-berried elder,sambucus racemosa
red-berried elder,stinking elder
red-berry,actaea rubra
red-berry,red baneberry
red-berry,redberry
red-berry,rhamnus croceus
red-berry,snakeberry
red-breasted merganser,mergus serrator
red-breasted nuthatch,sitta canadensis
red-breasted sapsucker,sphyrapicus varius ruber
red-breasted snipe,limnodromus scolopaceus
red-eyed vireo,vireo olivaceous
red-flowered silky oak,grevillea banksii
red-green color blindness,red-green colour blindness
red-green color blindness,red-green dichromacy
red-green colour blindness,red-green dichromacy
red-header,redhead
red-hot poker,kniphofia praecox
red-legged partridge,alectoris ruffa
red-necked grebe,podiceps grisegena
red-shafted flicker,colaptes caper collaris
red-shouldered hawk,buteo lineatus
red-skinned onion,allium haematochiton
red-spotted purple,limenitis astyanax
